YAHOO TICKER,COMPANY NAME,INDUSTRY,COUNTRY TRADED,EXCHANGE
GUJAUTO.BO,Gujarat Automotive Gears Ltd.,Auto Parts,India,Bombay Stock Exchange
GVLT.PA,G̩velot,Auto Parts,France,Paris Stock Exchange
HLV.DE,Haldex AB,Auto Parts,Germany,XETRA Stock Exchange
H9W.DE,Hans-Werner Aufrecht AG,Auto Parts,Germany,XETRA Stock Exchange
HARITASEA.BO,Harita Seating Systems Ltd,Auto Parts,India,Bombay Stock Exchange
HARITASEA.NS,Harita Seating Systems Ltd,Auto Parts,India,National Stock Exchange of India
HELLAIND.BO,Hella India Lighting Ltd,Auto Parts,India,Bombay Stock Exchange
HITECHGE.BO,Hi-Tech Gears Ltd,Auto Parts,India,Bombay Stock Exchange
HITECHGEA.NS,Hi-Tech Gears Ltd,Auto Parts,India,National Stock Exchange of India
HINDUJAFO.BO,Hinduja Foundries Ltd,Auto Parts,India,Bombay Stock Exchange
HINDUJAFO.NS,Hinduja Foundries Ltd,Auto Parts,India,National Stock Exchange of India
HINDCOMPO.NS,Hindustan Composites Ltd,Auto Parts,India,National Stock Exchange of India
HINDCOMPQ.BO,Hindustan Composites Ltd,Auto Parts,India,Bombay Stock Exchange
HINDHARD.BO,Hindustan Hardy Spicer Ltd,Auto Parts,India,Bombay Stock Exchange
CGIGARSH.BO,Igarashi Motors India Ltd,Auto Parts,India,Bombay Stock Exchange
IGARASHI.NS,Igarashi Motors India Ltd,Auto Parts,India,National Stock Exchange of India
IMPAL.BO,India Motor Parts,Auto Parts,India,Bombay Stock Exchange
IMPAL.NS,India Motor Parts,Auto Parts,India,National Stock Exchange of India
INDIANIPPON.BO,India Nippon Electricals Ltd,Auto Parts,India,Bombay Stock Exchange
INDNIPPON.NS,India Nippon Electricals Ltd,Auto Parts,India,National Stock Exchange of India
BAZA461.SA,Iochpe-Maxion,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
IPRINGLTD.NS,IP Rings Ltd,Auto Parts,India,National Stock Exchange of India
IPRINGS.BO,IP Rings Ltd,Auto Parts,India,Bombay Stock Exchange
IQPB.DE,iQ Power AG,Auto Parts,Germany,XETRA Stock Exchange
ISTLTD.BO,IST Ltd,Auto Parts,India,Bombay Stock Exchange
J17.SI,Jackspeed Corp Ltd,Auto Parts,Singapore,Singapore Stock Exchange
JAGANLAM.BO,Jagan Lamps Ltd,Auto Parts,India,Bombay Stock Exchange
JAMNAAUTO.NS,Jamna Auto Industries Ltd,Auto Parts,India,National Stock Exchange of India
JAMNAUTO.BO,Jamna Auto Industries Ltd,Auto Parts,India,Bombay Stock Exchange
JAYBARMAR.NS,Jay Bharat Maruti Ltd,Auto Parts,India,National Stock Exchange of India
JBML.BO,Jay Bharat Maruti Ltd,Auto Parts,India,Bombay Stock Exchange
JAYUSH.BO,Jay Ushin Ltd,Auto Parts,India,Bombay Stock Exchange
JBMA.BO,JBM Auto Ltd,Auto Parts,India,Bombay Stock Exchange
JBMA.NS,JBM Auto Ltd,Auto Parts,India,National Stock Exchange of India
0872.HK,Jinheng Automotive Safety,Auto Parts,Hong Kong,Hong Kong Stock Exchange
JMTAUTO.BO,JMT Auto Ltd,Auto Parts,India,Bombay Stock Exchange
JMTAUTOLT.NS,JMT Auto Ltd,Auto Parts,India,National Stock Exchange of India
JCN.DE,Johnson Controls Inc,Auto Parts,Germany,XETRA Stock Exchange
JCI,Johnson Controls Inc.,Auto Parts,United States of America,
6JK.DE,JTEKT Corp,Auto Parts,Germany,XETRA Stock Exchange
KALYFRG.BO,Kalyani Forge Ltd,Auto Parts,India,Bombay Stock Exchange
KARMOB.BO,Kar Mobiles Ltd,Auto Parts,India,Bombay Stock Exchange
KEWIND.BO,KEW Industries Ltd,Auto Parts,India,Bombay Stock Exchange
KINETICE.BO,Kinetic Engineering Ltd,Auto Parts,India,Bombay Stock Exchange
K3A.DE,Kongsberg Automotive,Auto Parts,Germany,XETRA Stock Exchange
KHTC.L,Kumho Tire Co Inc,Auto Parts,United Kingdom,London Stock Exchange
ARQ.DE,Landi Renzo,Auto Parts,Germany,XETRA Stock Exchange
LR.MI,Landi Renzo,Auto Parts,Italy,Milan Stock Exchange
BELI.PA,Le Belier,Auto Parts,France,Paris Stock Exchange
LE6N.DE,Lear Corp,Auto Parts,Germany,XETRA Stock Exchange
LEA,Lear Corp.,Auto Parts,United States of America,
LEO.DE,Leoni AG,Auto Parts,Germany,XETRA Stock Exchange
LGBBROSLT.NS,LG Balakrishnan & Bros Ltd,Auto Parts,India,National Stock Exchange of India
LGBROS.BO,LG Balakrishnan & Bros Ltd,Auto Parts,India,Bombay Stock Exchange
LNR.DE,Linamar Corporation,Auto Parts,Germany,XETRA Stock Exchange
LNR.TO,Linamar Corporation,Auto Parts,Canada,Toronto Stock Exchange
MLION.PA,Lionax International,Auto Parts,France,Paris Stock Exchange
LKQ,LKQ Corp.,Auto Parts,United States of America,
LUMAXTECH.BO,Lumax Auto Technologies Ltd,Auto Parts,India,Bombay Stock Exchange
LUMAXTECH.NS,Lumax Auto Technologies Ltd,Auto Parts,India,National Stock Exchange of India
LUMAXAU.BO,Lumax Automotive Systems Ltd,Auto Parts,India,Bombay Stock Exchange
LUMAXAUTO.NS,Lumax Automotive Systems Ltd,Auto Parts,India,National Stock Exchange of India
LUMAXIND.BO,Lumax Industries Ltd,Auto Parts,India,Bombay Stock Exchange
LUMAXIND.NS,Lumax Industries Ltd,Auto Parts,India,National Stock Exchange of India
LDL,Lydall Inc.,Auto Parts,United States of America,
V94.DE,"Mabuchi Motor Co., Ltd.",Auto Parts,Germany,XETRA Stock Exchange
MG-A.TO,Magna International Inc,Auto Parts,Canada,Toronto Stock Exchange
MGA.DE,Magna International Inc,Auto Parts,Germany,XETRA Stock Exchange
MGAN.MX,Magna International Inc,Auto Parts,Mexico,Mexico Stock Exchange
MAHSCOOTE.NS,Maharashtra Scooters Ltd,Auto Parts,India,National Stock Exchange of India
MAHSCOOTER.BO,Maharashtra Scooters Ltd,Auto Parts,India,Bombay Stock Exchange
BAUH389.SA,MAHLE-Metal Leve SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
MAJESAUT.BO,Majestic Auto Ltd,Auto Parts,India,Bombay Stock Exchange
MWWC,Marketing Worldwide Corp,Auto Parts,United States of America,
MWWC,Marketing Worldwide Corp,Auto Parts,United States of America,
MRE.TO,Martinrea International Inc,Auto Parts,Canada,Toronto Stock Exchange
MENONBE.BO,Menon Bearings Ltd,Auto Parts,India,Bombay Stock Exchange
MENNPIS.BO,Menon Pistons Ltd,Auto Parts,India,Bombay Stock Exchange
MTOR,"Meritor, Inc.",Auto Parts,United States of America,
BAUH202.SA,Metalurgica Duque SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA578.SA,Metalurgica Riosulense SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
MGIC.PA,MGI Coutier,Auto Parts,France,Paris Stock Exchange
MLR,Miller Industries Inc.,Auto Parts,United States of America,
MLR.V,Miller Industries Inc.,Auto Parts,Canada,TSX Venture Exchange
MINDACORP.NS,Minda Corp Ltd,Auto Parts,India,National Stock Exchange of India
MINDA.BO,Minda Industries Ltd,Auto Parts,India,Bombay Stock Exchange
MINDAIND.NS,Minda Industries Ltd,Auto Parts,India,National Stock Exchange of India
M3I.DE,Minth Group Ltd,Auto Parts,Germany,XETRA Stock Exchange
0425.HK,Minth Group Ltd.,Auto Parts,Hong Kong,Hong Kong Stock Exchange
MIRG.BA,Mirgor SA C I F I A,Auto Parts,Argentina,Buenos Aires Stock Exchange
MBR.MI,Modelleria Brambilla SpA,Auto Parts,Italy,Milan Stock Exchange
MMF.DE,Modine Manufacturing Co,Auto Parts,Germany,XETRA Stock Exchange
MOD,Modine Manufacturing Company,Auto Parts,United States of America,
MNRO,Monro Muffler Brake Inc.,Auto Parts,United States of America,
MON.PA,Montupet,Auto Parts,France,Paris Stock Exchange
MOTHERSUM.NS,Motherson Sumi Systems Ltd,Auto Parts,India,National Stock Exchange of India
MOTHERSUMI.BO,Motherson Sumi Systems Ltd,Auto Parts,India,Bombay Stock Exchange
MPAA,"Motorcar Parts of America, Inc",Auto Parts,United States of America,
QGH.DE,Multistrada Arah Sarana Tbk,Auto Parts,Germany,XETRA Stock Exchange
MUNJALAU.BO,Munjal Auto Industries Ltd.,Auto Parts,India,Bombay Stock Exchange
MUNJALAU.NS,Munjal Auto Industries Ltd.,Auto Parts,India,National Stock Exchange of India
MUNJALSHO.NS,Munjal Showa Ltd,Auto Parts,India,National Stock Exchange of India
MUNJALSHOWA.BO,Munjal Showa Ltd,Auto Parts,India,Bombay Stock Exchange
0360.HK,New Focus Auto Tech,Auto Parts,Hong Kong,Hong Kong Stock Exchange
NGK.DE,"NGK Spark Plug Co., Ltd.",Auto Parts,Germany,XETRA Stock Exchange
NHK.DE,"NHK Spring Co., Ltd.",Auto Parts,Germany,XETRA Stock Exchange
2339.HK,Norstar Founders Group Ltd.,Auto Parts,Hong Kong,Hong Kong Stock Exchange
NRB.BO,NRB Bearings Ltd,Auto Parts,India,Bombay Stock Exchange
NRBBEARIN.NS,NRB Bearings Ltd,Auto Parts,India,National Stock Exchange of India
OMAX.BO,Omax Autos Ltd,Auto Parts,India,Bombay Stock Exchange
OMAXAUTO.NS,Omax Autos Ltd,Auto Parts,India,National Stock Exchange of India
OREA.DE,Orbital Corp Ltd,Auto Parts,Germany,XETRA Stock Exchange
OEC.AX,Orbital Corporation Limited,Auto Parts,Australia,Australian Stock Exchange
PIH.TO,Pacific Insight,Auto Parts,Canada,Toronto Stock Exchange
PKL.DE,Pankl Racing Systems AG,Auto Parts,Germany,XETRA Stock Exchange
PGN.DE,paragon AG,Auto Parts,Germany,XETRA Stock Exchange
PBS.DE,Pep Boys - Manny Moe & Jack,Auto Parts,Germany,XETRA Stock Exchange
PERK.BA,Pertrak SA,Auto Parts,Argentina,Buenos Aires Stock Exchange
PERK5.BA,Pertrak SA,Auto Parts,Argentina,Buenos Aires Stock Exchange
BAUH512.SA,Plascar Participacoes,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
EZM.DE,Plastic Omnium,Auto Parts,Germany,XETRA Stock Exchange
POM.PA,Plastic Omnium,Auto Parts,France,Paris Stock Exchange
PORWAL.BO,Porwal Auto Components Ltd,Auto Parts,India,Bombay Stock Exchange
PPAP.BO,PPAP Automotive Ltd,Auto Parts,India,Bombay Stock Exchange
PPAP.NS,PPAP Automotive Ltd,Auto Parts,India,National Stock Exchange of India
PRICOL.BO,Pricol Ltd,Auto Parts,India,Bombay Stock Exchange
PRICOL.NS,Pricol Ltd,Auto Parts,India,National Stock Exchange of India
PWO.DE,Progress-Werk Oberkirch AG,Auto Parts,Germany,XETRA Stock Exchange
PFTI,Puradyn Filter Technologies In,Auto Parts,United States of America,
QTWW,Quantum Fuel Systems Technolog,Auto Parts,United States of America,
QTWW,Quantum Fuel Systems Technolog,Auto Parts,United States of America,
RANEMADRAS.BO,Rane (Madras) Ltd,Auto Parts,India,Bombay Stock Exchange
RML.NS,Rane (Madras) Ltd,Auto Parts,India,National Stock Exchange of India
RANEBRK.BO,Rane Brake Linings Ltd,Auto Parts,India,Bombay Stock Exchange
RBL.NS,Rane Brake Linings Ltd,Auto Parts,India,National Stock Exchange of India
RANEENGIN.NS,Rane Engine Valve Ltd,Auto Parts,India,National Stock Exchange of India
RANENG.BO,Rane Engine Valve Ltd,Auto Parts,India,Bombay Stock Exchange
RANEHOLD.BO,Rane Holdings Ltd,Auto Parts,India,Bombay Stock Exchange
RANEHOLDI.NS,Rane Holdings Ltd,Auto Parts,India,National Stock Exchange of India
RASANDIK.BO,Rasandik Eng Indus India,Auto Parts,India,Bombay Stock Exchange
SANLUISCPO.MX,Rassini SAB de CV,Auto Parts,Mexico,Mexico Stock Exchange
RAUNAQAU.BO,Raunaq Automotive,Auto Parts,India,Bombay Stock Exchange
REILELEC.BO,REIL Electricals India Ltd,Auto Parts,India,Bombay Stock Exchange
REMSONQ.BO,Remsons Industries Ltd,Auto Parts,India,Bombay Stock Exchange
REMSONSIN.NS,Remsons Industries Ltd,Auto Parts,India,National Stock Exchange of India
REMY,"Remy International, Inc.",Auto Parts,United States of America,
RICOAUTO.BO,Rico Auto Industries Ltd,Auto Parts,India,Bombay Stock Exchange
RICOAUTO.NS,Rico Auto Industries Ltd,Auto Parts,India,National Stock Exchange of India
SFQ.DE,SAF Holland SA,Auto Parts,Germany,XETRA Stock Exchange
SAINTGOBAIN.BO,Saint Gobain Sekurit India Ltd,Auto Parts,India,Bombay Stock Exchange
SAMKRG.BO,Samkrg Pistons and Rings Ltd,Auto Parts,India,Bombay Stock Exchange
SOE1.DE,Sanden Corp,Auto Parts,Germany,XETRA Stock Exchange
SANLUISA.MX,Sanluis Corporacion SAB de CV,Auto Parts,Mexico,Mexico Stock Exchange
SFC.AX,Schaffer Corp Ltd,Auto Parts,Australia,Australian Stock Exchange
SSDUNC.BO,Schrader Duncan Ltd,Auto Parts,India,Bombay Stock Exchange
BAZA603.SA,Schulz SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
SETCO.BO,Setco Automotive Ltd,Auto Parts,India,Bombay Stock Exchange
SHIVAM.BO,Shivam Autotech Ltd,Auto Parts,India,Bombay Stock Exchange
SHIVAMAUT.NS,Shivam Autotech Ltd,Auto Parts,India,National Stock Exchange of India
SW1.DE,SHW AG,Auto Parts,Germany,XETRA Stock Exchange
SIBARAUT.BO,Sibar Auto Parts Ltd,Auto Parts,India,Bombay Stock Exchange
SIMMOND.BO,Simmonds-Marshall Ltd,Auto Parts,India,Bombay Stock Exchange
0729.HK,Sinopoly Battery Limited,Auto Parts,Hong Kong,Hong Kong Stock Exchange
SHIMOGA.BO,Smiths & Founders (India) Ltd,Auto Parts,India,Bombay Stock Exchange
SO.MI,Sogefi,Auto Parts,Italy,Milan Stock Exchange
SPCL,"Solaris Power Cells, Inc.",Auto Parts,United States of America,
PSQ.DE,Somboon Advance Technology PLC,Auto Parts,Germany,XETRA Stock Exchange
SONAKOYA.BO,Sona Koyo Steering Systems Ltd,Auto Parts,India,Bombay Stock Exchange
SONASTEER.NS,Sona Koyo Steering Systems Ltd,Auto Parts,India,National Stock Exchange of India
SSA.V,Spectra Inc,Auto Parts,Canada,TSX Venture Exchange
SPECTRA.BO,Spectra Industries Ltd,Auto Parts,India,Bombay Stock Exchange
ATJ.AX,Sprintex Ltd,Auto Parts,Australia,Australian Stock Exchange
SIX.AX,Sprintex Ltd,Auto Parts,Australia,Australian Stock Exchange
S29.SI,Stamford Tyres Corp Ltd,Auto Parts,Singapore,Singapore Stock Exchange
SMP,Standard Motor Products Inc.,Auto Parts,United States of America,
SMP.V,Standard Motor Products Inc.,Auto Parts,Canada,TSX Venture Exchange
STAA.DE,"Stanley Electric Co., Ltd.",Auto Parts,Germany,XETRA Stock Exchange
SSWL.NS,Steel Strips Wheels Ltd,Auto Parts,India,National Stock Exchange of India
STEELSTR.BO,Steel Strips Wheels Ltd,Auto Parts,India,Bombay Stock Exchange
SRI,Stoneridge Inc.,Auto Parts,United States of America,
STRT,STRATTEC Security Corporation,Auto Parts,United States of America,
MLSTR.PA,Streit Industries,Auto Parts,France,Paris Stock Exchange
SUBROS.BO,Subros Ltd,Auto Parts,India,Bombay Stock Exchange
SUBROS.NS,Subros Ltd,Auto Parts,India,National Stock Exchange of India
SUNDRMBRA.NS,Sundaram Brake Linings Ltd,Auto Parts,India,National Stock Exchange of India
SUNDRMBRAK.BO,Sundaram Brake Linings Ltd,Auto Parts,India,Bombay Stock Exchange
SUNCLAYTO.NS,Sundaram Clayton Ltd,Auto Parts,India,National Stock Exchange of India
SUNDRMCLAY.BO,Sundaram Clayton Ltd,Auto Parts,India,Bombay Stock Exchange
SUNDRMFAS.NS,Sundaram Fasteners Ltd,Auto Parts,India,National Stock Exchange of India
SUNDRMFAST.BO,Sundaram Fasteners Ltd,Auto Parts,India,Bombay Stock Exchange
SUP,Superior Industries Internatio,Auto Parts,United States of America,
SNL.AX,Supply Network Ltd,Auto Parts,Australia,Australian Stock Exchange
SUPRAENG.BO,Suprajit Engineering Ltd,Auto Parts,India,Bombay Stock Exchange
SUPRAJIT.NS,Suprajit Engineering Ltd,Auto Parts,India,National Stock Exchange of India
SCE.L,Surface Transforms PLC,Auto Parts,United Kingdom,London Stock Exchange
SWARAJENG.BO,Swaraj Engines Ltd,Auto Parts,India,Bombay Stock Exchange
SWARAJENG.NS,Swaraj Engines Ltd,Auto Parts,India,National Stock Exchange of India
SJS.DE,Sypris Solutions Inc,Auto Parts,Germany,XETRA Stock Exchange
SYPR,Sypris Solutions Inc.,Auto Parts,United States of America,
TALBROAUT.NS,Talbros Automotive,Auto Parts,India,National Stock Exchange of India
TALBROSQ.BO,Talbros Automotive,Auto Parts,India,Bombay Stock Exchange
TNN.DE,Tenneco Inc,Auto Parts,Germany,XETRA Stock Exchange
TEN,Tenneco Inc.,Auto Parts,United States of America,
TXIC,"Tongxin International, Ltd.",Auto Parts,United States of America,
TQ5.DE,Torotrak PLC,Auto Parts,Germany,XETRA Stock Exchange
TRK.L,Torotrak PLC,Auto Parts,United Kingdom,London Stock Exchange
TOVC,"Torvec, Inc.",Auto Parts,United States of America,
TOWR,"Tower International, Inc.",Auto Parts,United States of America,
TY7.DE,Toyota Boshoku Corp,Auto Parts,Germany,XETRA Stock Exchange
TRT.L,Transense Technologies PLC,Auto Parts,United Kingdom,London Stock Exchange
TRITONV.BO,Triton Valves Ltd,Auto Parts,India,Bombay Stock Exchange
TQT.DE,TRW Automotive Holdings Corp,Auto Parts,Germany,XETRA Stock Exchange
TRW,TRW Automotive Holdings Corp.,Auto Parts,United States of America,
TUBEINVES.NS,Tube Investments Of India Ltd,Auto Parts,India,National Stock Exchange of India
TUBEINVEST.BO,Tube Investments Of India Ltd,Auto Parts,India,Bombay Stock Exchange
BAUH741.SA,Tupy SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
TTEG,Turbine Truck Engines Inc.,Auto Parts,United States of America,
TIN.DE,Twintec AG,Auto Parts,Germany,XETRA Stock Exchange
UCALFUEL.BO,UCAL Fuel Systems Ltd,Auto Parts,India,Bombay Stock Exchange
UCALFUEL.NS,UCAL Fuel Systems Ltd,Auto Parts,India,National Stock Exchange of India
UNS.TO,Uni-Select Inc,Auto Parts,Canada,Toronto Stock Exchange
UQM.DE,UQM Technologies Inc,Auto Parts,Germany,XETRA Stock Exchange
UQM,UQM Technologies Inc.,Auto Parts,United States of America,
FR.PA,Valeo SA,Auto Parts,France,Paris Stock Exchange
VSA.DE,Valeo SA,Auto Parts,Germany,XETRA Stock Exchange
VC,Visteon Corporation,Auto Parts,United States of America,
VOXX,VOXX International Corporation,Auto Parts,United States of America,
VYVRAUT.BO,Vybra Automet Ltd,Auto Parts,India,Bombay Stock Exchange
WB0.DE,Wabco Holdings Inc,Auto Parts,Germany,XETRA Stock Exchange
WBC,WABCO Holdings Inc.,Auto Parts,United States of America,
WABCO-TVS.NS,WABCO India Ltd,Auto Parts,India,National Stock Exchange of India
WABCOTVS.BO,WABCO India Ltd,Auto Parts,India,Bombay Stock Exchange
WPIA.DE,Westport Innovations Inc,Auto Parts,Germany,XETRA Stock Exchange
WPT.TO,Westport Innovations Inc,Auto Parts,Canada,Toronto Stock Exchange
WPRT,Westport Innovations Inc.,Auto Parts,United States of America,
BAUH461.SA,Wetzel SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAUH462.SA,Wetzel SA,Auto Parts,Brazil,BOVESPA - Sao Paolo Stock Exchange
WHEELS.BO,Wheels India Ltd,Auto Parts,India,Bombay Stock Exchange
WHEELS.NS,Wheels India Ltd,Auto Parts,India,National Stock Exchange of India
FARE,World Moto Inc.,Auto Parts,United States of America,
1899.HK,Xingda International,Auto Parts,Hong Kong,Hong Kong Stock Exchange
XDH.DE,Xingda International,Auto Parts,Germany,XETRA Stock Exchange
Y08.SI,YHI International Ltd,Auto Parts,Singapore,Singapore Stock Exchange
ZFSTEER.BO,ZF Steering Gear (India) Ltd,Auto Parts,India,Bombay Stock Exchange
8273.HK,"Zhejiang Prospect Co., Ltd.",Auto Parts,Hong Kong,Hong Kong Stock Exchange
8331.HK,"Zhejiang Shibao Co., Ltd.",Auto Parts,Hong Kong,Hong Kong Stock Exchange
ADVI.PA,Advini SA,Beverages - Brewers,France,Paris Stock Exchange
ABEV3.SA,Ambev SA,Beverages - Brewers,Brazil,BOVESPA - Sao Paolo Stock Exchange
ABI.BR,Anheuser-Busch Inbev SA,Beverages - Brewers,United States of America,
ITK.DE,Anheuser-Busch Inbev SA,Beverages - Brewers,Germany,XETRA Stock Exchange
ITKA.DE,Anheuser-Busch Inbev SA,Beverages - Brewers,Germany,XETRA Stock Exchange
BUD,Anheuser-Busch InBev SA/NV,Beverages - Brewers,United States of America,
ABW.DE,Asahi Group Holdings Ltd,Beverages - Brewers,Germany,XETRA Stock Exchange
ASALCBR.BO,Associated Alcohols,Beverages - Brewers,India,Bombay Stock Exchange
BED.DE,Belvedere SA,Beverages - Brewers,Germany,XETRA Stock Exchange
BVD.PA,Belvedere SA,Beverages - Brewers,France,Paris Stock Exchange
BEZ3.DE,Berentzen-Gruppe AG,Beverages - Brewers,Germany,XETRA Stock Exchange
B9B.DE,BHB Brauholding Bayern,Beverages - Brewers,Germany,XETRA Stock Exchange
BR.TO,Big Rock Brewery Inc,Beverages - Brewers,Canada,Toronto Stock Exchange
SAM,Boston Beer Co. Inc.,Beverages - Brewers,United States of America,
BOAF.PA,Brasseries de l'Ouest Africain,Beverages - Brewers,France,Paris Stock Exchange
BCAM.PA,Brasseries du Cameroun,Beverages - Brewers,France,Paris Stock Exchange
BRB.TO,Brick Brewing Co Ltd,Beverages - Brewers,Canada,Toronto Stock Exchange
CCR.L,C&C Group PLC,Beverages - Brewers,United Kingdom,London Stock Exchange
GCC.DE,C&C Group PLC,Beverages - Brewers,Germany,XETRA Stock Exchange
CBGA.DE,Carlsberg AS,Beverages - Brewers,Germany,XETRA Stock Exchange
CBGB.DE,Carlsberg AS,Beverages - Brewers,Germany,XETRA Stock Exchange
BORN,China New Borun Corporation,Beverages - Brewers,United States of America,
CCU,Compania Cervecerias Unidas S.,Beverages - Brewers,United States of America,
BREW,"Craft Brew Alliance, Inc.",Beverages - Brewers,United States of America,
LBR.DE,Custodia Holding AG,Beverages - Brewers,Germany,XETRA Stock Exchange
BES.L,Distil PLC,Beverages - Brewers,United Kingdom,London Stock Exchange
EDL.BO,Empee Distilleries Ltd,Beverages - Brewers,India,Bombay Stock Exchange
EDL.NS,Empee Distilleries Ltd,Beverages - Brewers,India,National Stock Exchange of India
