,description,displaySymbol,symbol,source,Exch_name
289,Quadrise Fuels International plc,8QF.SG,8QF.SG,SG,BOERSE STUTTGART
290,ARC RES (8RC.SG),8RC.SG,8RC.SG,SG,BOERSE STUTTGART
291,SIRIUS MINERALS (8S1.SG),8S1.SG,8S1.SG,SG,BOERSE STUTTGART
292,Silverlake Axis Ltd,8S5.SG,8S5.SG,SG,BOERSE STUTTGART
293,SLIGRO FOOD GROUP (8SF.SG),8SF.SG,8SF.SG,SG,BOERSE STUTTGART
294,WYNN MACAU (8WY.SG),8WY.SG,8WY.SG,SG,BOERSE STUTTGART
295,Alba Mineral Resources plc,9AB.SG,9AB.SG,SG,BOERSE STUTTGART
296,ANGKOR GOLD  (9AK.SG),9AK.SG,9AK.SG,SG,BOERSE STUTTGART
297,ATICO MINING (9AO.SG),9AO.SG,9AO.SG,SG,BOERSE STUTTGART
298,Central Asia Metals plc,9C3.SG,9C3.SG,SG,BOERSE STUTTGART
299,ELEMENTOS (9EM.SG),9EM.SG,9EM.SG,SG,BOERSE STUTTGART
300,IENERGIZER (9I1.SG),9I1.SG,9I1.SG,SG,BOERSE STUTTGART
301,INTRALOT (9IL.SG),9IL.SG,9IL.SG,SG,BOERSE STUTTGART
302,BROADWIND ENRGY (9IRA.SG),9IRA.SG,9IRA.SG,SG,BOERSE STUTTGART
303,LOGMEIN (9LG.SG),9LG.SG,9LG.SG,SG,BOERSE STUTTGART
304,GLG LIFE TECH (9LTN.SG),9LTN.SG,9LTN.SG,SG,BOERSE STUTTGART
305,MONEYGRAM INTER (9M1N.SG),9M1N.SG,9M1N.SG,SG,BOERSE STUTTGART
306,Midas Gold Corp,9MI.SG,9MI.SG,SG,BOERSE STUTTGART
307,Oracle Power PLC,9OC.SG,9OC.SG,SG,BOERSE STUTTGART
308,ORIOR N (9OI.SG),9OI.SG,9OI.SG,SG,BOERSE STUTTGART
309,ADVANTAGE OIL (9SA.SG),9SA.SG,9SA.SG,SG,BOERSE STUTTGART
310,TERRITORIAL BNC (9TB.SG),9TB.SG,9TB.SG,SG,BOERSE STUTTGART
311,TE CONNECTIV N (9TC.SG),9TC.SG,9TC.SG,SG,BOERSE STUTTGART
312,ALL FOR ONE STEEB (A1OS.SG),A1OS.SG,A1OS.SG,SG,BOERSE STUTTGART
313,TALLINNA VESI -A- (A1T.SG),A1T.SG,A1T.SG,SG,BOERSE STUTTGART
314,Alexander Mining PLC (A1Z.SG),A1Z.SG,A1Z.SG,SG,BOERSE STUTTGART
315,AQUA AMERICA (A2A.SG),A2A.SG,A2A.SG,SG,BOERSE STUTTGART
316,SERICA ENERGY (A3P.SG),A3P.SG,A3P.SG,SG,BOERSE STUTTGART
317,AENA SME SA,A44.SG,A44.SG,SG,BOERSE STUTTGART
318,ANGLO ASIAN MINING (A4A.SG),A4A.SG,A4A.SG,SG,BOERSE STUTTGART
319,AMERIPRISE FINCL (A4S.SG),A4S.SG,A4S.SG,SG,BOERSE STUTTGART
320,ARISE (A4W.SG),A4W.SG,A4W.SG,SG,BOERSE STUTTGART
321,AMIAD WATER SYSTEMS (A5F.SG),A5F.SG,A5F.SG,SG,BOERSE STUTTGART
322,ALLERGAN (A60.SG),A60.SG,A60.SG,SG,BOERSE STUTTGART
323,ADARO ENERGY (A64.SG),A64.SG,A64.SG,SG,BOERSE STUTTGART
324,ARTEC TECHNOLOGIES (A6T.SG),A6T.SG,A6T.SG,SG,BOERSE STUTTGART
325,FINLAB N (A7A.SG),A7A.SG,A7A.SG,SG,BOERSE STUTTGART
326,AMUR MINERALS (A7L.SG),A7L.SG,A7L.SG,SG,BOERSE STUTTGART
327,ADOCIA (A89.SG),A89.SG,A89.SG,SG,BOERSE STUTTGART
328,JDC GROUP (A8A.SG),A8A.SG,A8A.SG,SG,BOERSE STUTTGART
329,AB SCIENCE   (A8D.SG),A8D.SG,A8D.SG,SG,BOERSE STUTTGART
330,AGILE PROP HOLD (A8P.SG),A8P.SG,A8P.SG,SG,BOERSE STUTTGART
331,ARGONAUT GOLD (A8U.SG),A8U.SG,A8U.SG,SG,BOERSE STUTTGART
332,SORL AUTO PARTS (A9S.SG),A9S.SG,A9S.SG,SG,BOERSE STUTTGART
333,Astral Foods Limited,A9U.SG,A9U.SG,SG,BOERSE STUTTGART
334,Falck Renewables S.p.A,AA4.SG,AA4.SG,SG,BOERSE STUTTGART
335,ALFA LAVAL (AA9.SG),AA9.SG,AA9.SG,SG,BOERSE STUTTGART
336,AALBERTS IND (AACA.SG),AACA.SG,AACA.SG,SG,BOERSE STUTTGART
337,AMADEUS FIRE (AAD.SG),AAD.SG,AAD.SG,SG,BOERSE STUTTGART
338,ATTICA HOLDINGS (AAE1.SG),AAE1.SG,AAE1.SG,SG,BOERSE STUTTGART
339,AHLERS (AAH.SG),AAH.SG,AAH.SG,SG,BOERSE STUTTGART
340,AAON INC,AAO.SG,AAO.SG,SG,BOERSE STUTTGART
341,AAP IMPLANTATE  (AAQ.SG),AAQ.SG,AAQ.SG,SG,BOERSE STUTTGART
342,AIFUL (AAU.SG),AAU.SG,AAU.SG,SG,BOERSE STUTTGART
343,AIR BERLIN (AB1.SG),AB1.SG,AB1.SG,SG,BOERSE STUTTGART
344,SAREPTA THERAP (AB3A.SG),AB3A.SG,AB3A.SG,SG,BOERSE STUTTGART
345,AUTOBACS SEVEN (AB6.SG),AB6.SG,AB6.SG,SG,BOERSE STUTTGART
346,ALBA (ABA.SG),ABA.SG,ABA.SG,SG,BOERSE STUTTGART
347,Hasen-Immobilien AG,ABHA.SG,ABHA.SG,SG,BOERSE STUTTGART
348,ABB N (ABJ.SG),ABJ.SG,ABJ.SG,SG,BOERSE STUTTGART
349,ABBOTT LABORATORIES (ABL.SG),ABL.SG,ABL.SG,SG,BOERSE STUTTGART
350,BARRICK GOLD (ABR.SG),ABR.SG,ABR.SG,SG,BOERSE STUTTGART
351,PORR (ABS2.SG),ABS2.SG,ABS2.SG,SG,BOERSE STUTTGART
352,ASAHI GROUP HD (ABW.SG),ABW.SG,ABW.SG,SG,BOERSE STUTTGART
353,ADECOAGRO (ACD.SG),ACD.SG,ACD.SG,SG,BOERSE STUTTGART
354,ACERINOX (ACE1.SG),ACE1.SG,ACE1.SG,SG,BOERSE STUTTGART
355,ASPOCOMP GROUP (ACN.SG),ACN.SG,ACN.SG,SG,BOERSE STUTTGART
356,ACCOR (ACR.SG),ACR.SG,ACR.SG,SG,BOERSE STUTTGART
357,A S CREATION TAP N (ACWN.SG),ACWN.SG,ACWN.SG,SG,BOERSE STUTTGART
358,BET-AT-HOME.COM (ACX.SG),ACX.SG,ACX.SG,SG,BOERSE STUTTGART
359,AIR CHINA -H- (AD2.SG),AD2.SG,AD2.SG,SG,BOERSE STUTTGART
360,ADOBE SYSTEMS (ADB.SG),ADB.SG,ADB.SG,SG,BOERSE STUTTGART
361,ADCAPITAL  (ADC.SG),ADC.SG,ADC.SG,SG,BOERSE STUTTGART
362,ADLER MODEMAERKTE (ADD.SG),ADD.SG,ADD.SG,SG,BOERSE STUTTGART
363,EVOLVA HLDG N (ADF.SG),ADF.SG,ADF.SG,SG,BOERSE STUTTGART
364,AMG ADV METAL (ADG.SG),ADG.SG,ADG.SG,SG,BOERSE STUTTGART
365,ADECCO GROUP N (ADI1.SG),ADI1.SG,ADI1.SG,SG,BOERSE STUTTGART
366,ARCHER-DANIELS MID. (ADM.SG),ADM.SG,ADM.SG,SG,BOERSE STUTTGART
367,ADESSO (ADN1.SG),ADN1.SG,ADN1.SG,SG,BOERSE STUTTGART
368,AUTOMATIC DATA PROC (ADP.SG),ADP.SG,ADP.SG,SG,BOERSE STUTTGART
369,ADIDAS N (ADS.SG),ADS.SG,ADS.SG,SG,BOERSE STUTTGART
370,ADVA OPTICAL NETWOR (ADV.SG),ADV.SG,ADV.SG,SG,BOERSE STUTTGART
371,AGNICO EAGLE MINES (AE9.SG),AE9.SG,AE9.SG,SG,BOERSE STUTTGART
372,AMERICAN EXPRESS (AEC1.SG),AEC1.SG,AEC1.SG,SG,BOERSE STUTTGART
373,Allgeier SE,AEIN.SG,AEIN.SG,SG,BOERSE STUTTGART
374,AEGON (AEND.SG),AEND.SG,AEND.SG,SG,BOERSE STUTTGART
375,AM ELECTRIC (AEP.SG),AEP.SG,AEP.SG,SG,BOERSE STUTTGART
376,AES (AES.SG),AES.SG,AES.SG,SG,BOERSE STUTTGART
377,PRYSMIAN (AEU.SG),AEU.SG,AEU.SG,SG,BOERSE STUTTGART
378,Chubb Limited,AEX.SG,AEX.SG,SG,BOERSE STUTTGART
379,AKKA TECHNOLOGIES (AF5.SG),AF5.SG,AF5.SG,SG,BOERSE STUTTGART
380,AFLAC (AFL.SG),AFL.SG,AFL.SG,SG,BOERSE STUTTGART
381,ASSOCIAT BRIT FOODS (AFO1.SG),AFO1.SG,AFO1.SG,SG,BOERSE STUTTGART
382,AIR FRANCE - KLM (AFR.SG),AFR.SG,AFR.SG,SG,BOERSE STUTTGART
383,ABERCROMBIE FTCH-A (AFT.SG),AFT.SG,AFT.SG,SG,BOERSE STUTTGART
384,ALIGN TECHNOLOGY (AFW.SG),AFW.SG,AFW.SG,SG,BOERSE STUTTGART
385,CARL ZEISS MEDITEC (AFX.SG),AFX.SG,AFX.SG,SG,BOERSE STUTTGART
386,AFRICA OIL (AFZ.SG),AFZ.SG,AFZ.SG,SG,BOERSE STUTTGART
387,AusGroup Limited,AG0.SG,AG0.SG,SG,BOERSE STUTTGART
388,ALLOT COMMUN (AG6.SG),AG6.SG,AG6.SG,SG,BOERSE STUTTGART
389,AGILENT TECH (AG8.SG),AG8.SG,AG8.SG,SG,BOERSE STUTTGART
390,AGFA-GEVAERT (AGE.SG),AGE.SG,AGE.SG,SG,BOERSE STUTTGART
391,AGCO (AGJ.SG),AGJ.SG,AGJ.SG,SG,BOERSE STUTTGART
392,AGROB IMMOB (AGR.SG),AGR.SG,AGR.SG,SG,BOERSE STUTTGART
393,AGROB IMMO VZ (AGR3.SG),AGR3.SG,AGR3.SG,SG,BOERSE STUTTGART
394,APTARGROUP (AGT.SG),AGT.SG,AGT.SG,SG,BOERSE STUTTGART
395,ASCOM HLDG N (AH2N.SG),AH2N.SG,AH2N.SG,SG,BOERSE STUTTGART
396,HESS (AHC.SG),AHC.SG,AHC.SG,SG,BOERSE STUTTGART
397,ADMIRALTY RESOURCES (AHS.SG),AHS.SG,AHS.SG,SG,BOERSE STUTTGART
398,AXT  (AHV.SG),AHV.SG,AHV.SG,SG,BOERSE STUTTGART
399,AMADEUS IT HOLD -A- (AI3A.SG),AI3A.SG,AI3A.SG,SG,BOERSE STUTTGART
400,AMERICAN INTL GROUP (AINN.SG),AINN.SG,AINN.SG,SG,BOERSE STUTTGART
401,AIXTRON N (AIXA.SG),AIXA.SG,AIXA.SG,SG,BOERSE STUTTGART
402,ACTIVISION BLIZZARD (AIY.SG),AIY.SG,AIY.SG,SG,BOERSE STUTTGART
403,ACCIONA (AJ3.SG),AJ3.SG,AJ3.SG,SG,BOERSE STUTTGART
404,CENTRAL CHINA REAL (AJ5.SG),AJ5.SG,AJ5.SG,SG,BOERSE STUTTGART
405,DOCCHECK N (AJ91.SG),AJ91.SG,AJ91.SG,SG,BOERSE STUTTGART
406,ARTPRICE COM (AJP.SG),AJP.SG,AJP.SG,SG,BOERSE STUTTGART
407,AFC AJAX (AJXA.SG),AJXA.SG,AJXA.SG,SG,BOERSE STUTTGART
408,AMETEK (AK1.SG),AK1.SG,AK1.SG,SG,BOERSE STUTTGART
409,AK STEEL HOLDING (AK2.SG),AK2.SG,AK2.SG,SG,BOERSE STUTTGART
410,AKAMAI TECHNOLOGIES (AK3.SG),AK3.SG,AK3.SG,SG,BOERSE STUTTGART
411,ALKANE RESOURCE (AK7.SG),AK7.SG,AK7.SG,SG,BOERSE STUTTGART
412,ANDERSONS (AKG.SG),AKG.SG,AKG.SG,SG,BOERSE STUTTGART
413,ANIKA THERAPEUTICS (AKP.SG),AKP.SG,AKP.SG,SG,BOERSE STUTTGART
414,INDUSTRIAS CH-B (AKQ.SG),AKQ.SG,AKQ.SG,SG,BOERSE STUTTGART
415,ANSYS (AKX.SG),AKX.SG,AKX.SG,SG,BOERSE STUTTGART
416,PROMOTORA OPER (AKY.SG),AKY.SG,AKY.SG,SG,BOERSE STUTTGART
417,Sunstone Metals Limited,AL9.SG,AL9.SG,SG,BOERSE STUTTGART
418,HONEYWELL INTL (ALD.SG),ALD.SG,ALD.SG,SG,BOERSE STUTTGART
419,ALPS ELECTRIC CO (ALE.SG),ALE.SG,ALE.SG,SG,BOERSE STUTTGART
420,ALBIS LEASING AG (ALG.SG),ALG.SG,ALG.SG,SG,BOERSE STUTTGART
421,ALLSTATE (ALS.SG),ALS.SG,ALS.SG,SG,BOERSE STUTTGART
422,ALLIANZ N (ALV.SG),ALV.SG,ALV.SG,SG,BOERSE STUTTGART
423,AMICUS THERA (AM6.SG),AM6.SG,AM6.SG,SG,BOERSE STUTTGART
424,ADVANCED MICRO DEV. (AMD.SG),AMD.SG,AMD.SG,SG,BOERSE STUTTGART
425,AMGEN (AMG.SG),AMG.SG,AMG.SG,SG,BOERSE STUTTGART
426,ABCOURT MINES -B- (AML.SG),AML.SG,AML.SG,SG,BOERSE STUTTGART
427,TD AMERITRADE HLDG (AMT.SG),AMT.SG,AMT.SG,SG,BOERSE STUTTGART
428,AMAZON.COM (AMZ.SG),AMZ.SG,AMZ.SG,SG,BOERSE STUTTGART
429,ALTEN (AN3.SG),AN3.SG,AN3.SG,SG,BOERSE STUTTGART
430,ALPHA SYSTEMS (AN5.SG),AN5.SG,AN5.SG,SG,BOERSE STUTTGART
431,AUTONEUM N (AN9.SG),AN9.SG,AN9.SG,SG,BOERSE STUTTGART
432,ANZ BANKING GROUP (ANB.SG),ANB.SG,ANB.SG,SG,BOERSE STUTTGART
433,ANA HD (ANCA.SG),ANCA.SG,ANCA.SG,SG,BOERSE STUTTGART
434,ANALOG DEVICES (ANL.SG),ANL.SG,ANL.SG,SG,BOERSE STUTTGART
435,ALNO (ANO.SG),ANO.SG,ANO.SG,SG,BOERSE STUTTGART
436,ACCELL GROUP (AO1B.SG),AO1B.SG,AO1B.SG,SG,BOERSE STUTTGART
437,ALUM CORP OF CN -H- (AOC.SG),AOC.SG,AOC.SG,SG,BOERSE STUTTGART
438,ANGLOGOLD ASHANTI (AOD1.SG),AOD1.SG,AOD1.SG,SG,BOERSE STUTTGART
439,ATOSS SOFTWARE (AOF.SG),AOF.SG,AOF.SG,SG,BOERSE STUTTGART
440,ALSTOM (AOMD.SG),AOMD.SG,AOMD.SG,SG,BOERSE STUTTGART
441,HANG LUNG PROP (AOP.SG),AOP.SG,AOP.SG,SG,BOERSE STUTTGART
442,SOLARIA ENERGIA (AOR.SG),AOR.SG,AOR.SG,SG,BOERSE STUTTGART
443,AMDOCS (AOS.SG),AOS.SG,AOS.SG,SG,BOERSE STUTTGART
444,APPLIED MATERIALS (AP2.SG),AP2.SG,AP2.SG,SG,BOERSE STUTTGART
445,AIR PROD.&CHEMICALS (AP3.SG),AP3.SG,AP3.SG,SG,BOERSE STUTTGART
446,CAPMAN -B- (AP6.SG),AP6.SG,AP6.SG,SG,BOERSE STUTTGART
447,CLEARFIELD (AP7.SG),AP7.SG,AP7.SG,SG,BOERSE STUTTGART
448,APACHE (APA.SG),APA.SG,APA.SG,SG,BOERSE STUTTGART
449,APPLE (APC.SG),APC.SG,APC.SG,SG,BOERSE STUTTGART
450,ALPHA PRO TECH (APL.SG),APL.SG,APL.SG,SG,BOERSE STUTTGART
451,AD PEPPER MEDIA (APM.SG),APM.SG,APM.SG,SG,BOERSE STUTTGART
452,"Amper, S.A",APR.SG,APR.SG,SG,BOERSE STUTTGART
453,ANHUI CONCH -H- (AQE.SG),AQE.SG,AQE.SG,SG,BOERSE STUTTGART
454,AURELIUS  (AR4.SG),AR4.SG,AR4.SG,SG,BOERSE STUTTGART
455,ADDNODE GROUP -B- (AR7B.SG),AR7B.SG,AR7B.SG,SG,BOERSE STUTTGART
456,NAN NAN RES ENT (AR9.SG),AR9.SG,AR9.SG,SG,BOERSE STUTTGART
457,AAREAL BANK (ARL.SG),ARL.SG,ARL.SG,SG,BOERSE STUTTGART
458,ARCANDOR (ARO.SG),ARO.SG,ARO.SG,SG,BOERSE STUTTGART
459,LANDI RENZO (ARQ.SG),ARQ.SG,ARQ.SG,SG,BOERSE STUTTGART
460,ARTNET N (ART.SG),ART.SG,ART.SG,SG,BOERSE STUTTGART
461,ARROW ELECTRONICS (ARW.SG),ARW.SG,ARW.SG,SG,BOERSE STUTTGART
462,"Corticeira Amorim, S.G.P.S., S.A",AS4.SG,AS4.SG,SG,BOERSE STUTTGART
463,ANTA SPORTS PRODUCT (AS7.SG),AS7.SG,AS7.SG,SG,BOERSE STUTTGART
464,ASAHI KASEI (ASAA.SG),ASAA.SG,ASAA.SG,SG,BOERSE STUTTGART
465,GENERALI (ASG.SG),ASG.SG,ASG.SG,SG,BOERSE STUTTGART
466,LAURA ASHLEY HOLD (ASH.SG),ASH.SG,ASH.SG,SG,BOERSE STUTTGART
467,ASICS CORP (ASI1.SG),ASI1.SG,ASI1.SG,SG,BOERSE STUTTGART
468,ASTRA INTERNATIONAL (ASJA.SG),ASJA.SG,ASJA.SG,SG,BOERSE STUTTGART
469,ASML HLDG (ASME.SG),ASME.SG,ASME.SG,SG,BOERSE STUTTGART
470,AsiaPhos Limited,ASO.SG,ASO.SG,SG,BOERSE STUTTGART
471,ASTRA AGRO LESTARI (ASX.SG),ASX.SG,ASX.SG,SG,BOERSE STUTTGART
472,Artivision Technologies Ltd,ATB.SG,ATB.SG,SG,BOERSE STUTTGART
473,ALTRAN TECHNOLOGIES (ATC.SG),ATC.SG,ATC.SG,SG,BOERSE STUTTGART
474,ALLEGHENY TECH (ATD.SG),ATD.SG,ATD.SG,SG,BOERSE STUTTGART
475,ATS AUTOMATION TOOL (ATO.SG),ATO.SG,ATO.SG,SG,BOERSE STUTTGART
476,VERICEL (ATQP.SG),ATQP.SG,ATQP.SG,SG,BOERSE STUTTGART
477,ALLERTHAL-WERKE (ATW.SG),ATW.SG,ATW.SG,SG,BOERSE STUTTGART
478,AUDIOCODES (AU1.SG),AU1.SG,AU1.SG,SG,BOERSE STUTTGART
479,ATLANTIA (AU9.SG),AU9.SG,AU9.SG,SG,BOERSE STUTTGART
480,Platypus Minerals Ltd,AUB.SG,AUB.SG,SG,BOERSE STUTTGART
481,AUTODESK INC (AUD.SG),AUD.SG,AUD.SG,SG,BOERSE STUTTGART
482,AUTOGRILL (AUL.SG),AUL.SG,AUL.SG,SG,BOERSE STUTTGART
483,AT&S AUSTRIA TECH (AUS.SG),AUS.SG,AUS.SG,SG,BOERSE STUTTGART
484,ARCO VARA (AV1.SG),AV1.SG,AV1.SG,SG,BOERSE STUTTGART
485,Avery Dennison Corporation,AV3.SG,AV3.SG,SG,BOERSE STUTTGART
486,ASCOPIAVE (AVA.SG),AVA.SG,AVA.SG,SG,BOERSE STUTTGART
487,AVID TECHNOLOGY (AVD.SG),AVD.SG,AVD.SG,SG,BOERSE STUTTGART
488,ASM INT (AVS.SG),AVS.SG,AVS.SG,SG,BOERSE STUTTGART
489,AVICHINA IND -H- (AVT.SG),AVT.SG,AVT.SG,SG,BOERSE STUTTGART
490,ADVANCED ENERGY IND (AVX.SG),AVX.SG,AVX.SG,SG,BOERSE STUTTGART
491,AUTOBANK (AW2.SG),AW2.SG,AW2.SG,SG,BOERSE STUTTGART
492,AVENIR TELECOM (AW5.SG),AW5.SG,AW5.SG,SG,BOERSE STUTTGART
493,AMER WTR WORKS (AWC.SG),AWC.SG,AWC.SG,SG,BOERSE STUTTGART
494,SKYWORKS SOLUTIONS (AWM.SG),AWM.SG,AWM.SG,SG,BOERSE STUTTGART
495,HACKETT GROUP (AWT.SG),AWT.SG,AWT.SG,SG,BOERSE STUTTGART
496,AXA (AXA.SG),AXA.SG,AXA.SG,SG,BOERSE STUTTGART
497,ATOS  (AXI.SG),AXI.SG,AXI.SG,SG,BOERSE STUTTGART
498,AUST AGRICULTURAL (AY5.SG),AY5.SG,AY5.SG,SG,BOERSE STUTTGART
499,APT Satellite Holdings Limited,AY8.SG,AY8.SG,SG,BOERSE STUTTGART
500,AEHR TEST SYSTEMS (AYB.SG),AYB.SG,AYB.SG,SG,BOERSE STUTTGART
501,ARCHOS (AYH.SG),AYH.SG,AYH.SG,SG,BOERSE STUTTGART
502,VALNEVA  (AYJ.SG),AYJ.SG,AYJ.SG,SG,BOERSE STUTTGART
503,ABENGOA -A- (AYO.SG),AYO.SG,AYO.SG,SG,BOERSE STUTTGART
504,SANDSTORM GOLD (AYS1.SG),AYS1.SG,AYS1.SG,SG,BOERSE STUTTGART
505,ANDRITZ (AZ2.SG),AZ2.SG,AZ2.SG,SG,BOERSE STUTTGART
506,ALLREAL HLDG REG. (AZ4N.SG),AZ4N.SG,AZ4N.SG,SG,BOERSE STUTTGART
507,ACACIA RES-AC TECHS (AZG2.SG),AZG2.SG,AZG2.SG,SG,BOERSE STUTTGART
508,EBRO FOODS (AZU.SG),AZU.SG,AZU.SG,SG,BOERSE STUTTGART
509,BUKIT SEMBAWANG EST (B1W1.SG),B1W1.SG,B1W1.SG,SG,BOERSE STUTTGART
510,AND INT.PUBLISHERS (B1Z.SG),B1Z.SG,B1Z.SG,SG,BOERSE STUTTGART
511,BORALEX -A- (B3H.SG),B3H.SG,B3H.SG,SG,BOERSE STUTTGART
512,ACKERMANS (B3K.SG),B3K.SG,B3K.SG,SG,BOERSE STUTTGART
513,WALTER MEIER N (B4A1.SG),B4A1.SG,B4A1.SG,SG,BOERSE STUTTGART
514,BAUER (B5A.SG),B5A.SG,B5A.SG,SG,BOERSE STUTTGART
515,BURCKHARDT COMPRE N (B5H.SG),B5H.SG,B5H.SG,SG,BOERSE STUTTGART
516,BORDERS & SOUTH PET (B5T.SG),B5T.SG,B5T.SG,SG,BOERSE STUTTGART
517,ORION METALS (B5Z.SG),B5Z.SG,B5Z.SG,SG,BOERSE STUTTGART
518,SWE ORPHAN BIOVITRU (B6E.SG),B6E.SG,B6E.SG,SG,BOERSE STUTTGART
519,BANCA GENERALI (B7A.SG),B7A.SG,B7A.SG,SG,BOERSE STUTTGART
520,D'AMICO INTL SHIPP (B7C.SG),B7C.SG,B7C.SG,SG,BOERSE STUTTGART
521,BLUE CAP (B7E.SG),B7E.SG,B7E.SG,SG,BOERSE STUTTGART
522,ASANKO GOLD (B7U.SG),B7U.SG,B7U.SG,SG,BOERSE STUTTGART
523,BAVARIA INDUSTR (B8A.SG),B8A.SG,B8A.SG,SG,BOERSE STUTTGART
524,BIOFRONTERA N (B8F.SG),B8F.SG,B8F.SG,SG,BOERSE STUTTGART
525,YANGZIJIANG SHIPBLD (B8O.SG),B8O.SG,B8O.SG,SG,BOERSE STUTTGART
526,BANK PERMATA -A- (BABB.SG),BABB.SG,BABB.SG,SG,BOERSE STUTTGART
527,VERIZON COMM  (BAC.SG),BAC.SG,BAC.SG,SG,BOERSE STUTTGART
528,BANKINTER (BAKA.SG),BAKA.SG,BAKA.SG,SG,BOERSE STUTTGART
529,BASTOGI (BAOA.SG),BAOA.SG,BAOA.SG,SG,BOERSE STUTTGART
530,AUBAY  (BAQ.SG),BAQ.SG,BAQ.SG,SG,BOERSE STUTTGART
531,BASF N (BAS.SG),BAS.SG,BAS.SG,SG,BOERSE STUTTGART
532,BAYER N (BAYN.SG),BAYN.SG,BAYN.SG,SG,BOERSE STUTTGART
533,BURBERRY GROUP (BB2.SG),BB2.SG,BB2.SG,SG,BOERSE STUTTGART
534,BOMBARD -B- SUB VTG (BBDB.SG),BBDB.SG,BBDB.SG,SG,BOERSE STUTTGART
535,BB&T (BBK.SG),BBK.SG,BBK.SG,SG,BOERSE STUTTGART
536,BETER BED HOLDING (BBQ.SG),BBQ.SG,BBQ.SG,SG,BOERSE STUTTGART
537,Burgerliches Brauhaus Ravensburg - Lindau Aktiengesellschaft,BBR.SG,BBR.SG,SG,BOERSE STUTTGART
538,BED BATH & BEYOND (BBY.SG),BBY.SG,BBY.SG,SG,BOERSE STUTTGART
539,BARCO (BC1N.SG),BC1N.SG,BC1N.SG,SG,BOERSE STUTTGART
540,BC IRON (BC3.SG),BC3.SG,BC3.SG,SG,BOERSE STUTTGART
541,BOLSA MEXICANA-A (BC51.SG),BC51.SG,BC51.SG,SG,BOERSE STUTTGART
542,BECHTLE (BC8.SG),BC8.SG,BC8.SG,SG,BOERSE STUTTGART
543,BCE Inc,BCE1.SG,BCE1.SG,SG,BOERSE STUTTGART
544,BASICNET (BCJ.SG),BCJ.SG,BCJ.SG,SG,BOERSE STUTTGART
545,BARRY CALLEBAUT N (BCLN.SG),BCLN.SG,BCLN.SG,SG,BOERSE STUTTGART
546,BOEING CO (BCO.SG),BCO.SG,BCO.SG,SG,BOERSE STUTTGART
547,Barclays PLC,BCY.SG,BCY.SG,SG,BOERSE STUTTGART
548,BIODELIVERY SCIENCS (BD5.SG),BD5.SG,BD5.SG,SG,BOERSE STUTTGART
549,Bourse Direct SA,BD6.SG,BD6.SG,SG,BOERSE STUTTGART
550,BROADVISION (BDN1.SG),BDN1.SG,BDN1.SG,SG,BOERSE STUTTGART
551,BANCO SABADELL (BDSB.SG),BDSB.SG,BDSB.SG,SG,BOERSE STUTTGART
552,BERTRANDT (BDT.SG),BDT.SG,BDT.SG,SG,BOERSE STUTTGART
553,BONDUELLE (BDU.SG),BDU.SG,BDU.SG,SG,BOERSE STUTTGART
554,BEAZER HOMES USA INC,BE4A.SG,BE4A.SG,SG,BOERSE STUTTGART
555,Marie Brizard Wine & Spirits SA,BED.SG,BED.SG,SG,BOERSE STUTTGART
556,BEKB / BCBE N  (BEHV.SG),BEHV.SG,BEHV.SG,SG,BOERSE STUTTGART
557,BEIERSDORF (BEI.SG),BEI.SG,BEI.SG,SG,BOERSE STUTTGART
558,BJ CAPITAL LAND -H- (BEJ.SG),BEJ.SG,BEJ.SG,SG,BOERSE STUTTGART
559,NedSense Enterprises N.V,BFE.SG,BFE.SG,SG,BOERSE STUTTGART
560,BERLINER EFFEKTEN (BFV.SG),BFV.SG,BFV.SG,SG,BOERSE STUTTGART
561,BRIOSCHI (BFX.SG),BFX.SG,BFX.SG,SG,BOERSE STUTTGART
562,BANK OF GREECE (BGC.SG),BGC.SG,BGC.SG,SG,BOERSE STUTTGART
563,SAVENCIA (BGJ.SG),BGJ.SG,BGJ.SG,SG,BOERSE STUTTGART
564,BIOGAIA -B- (BGL.SG),BGL.SG,BGL.SG,SG,BOERSE STUTTGART
565,CH HS TRANSMIS EQUI (BGR.SG),BGR.SG,BGR.SG,SG,BOERSE STUTTGART
566,BRIDGESTONE CORP (BGT.SG),BGT.SG,BGT.SG,SG,BOERSE STUTTGART
567,BORGWARNER (BGW.SG),BGW.SG,BGW.SG,SG,BOERSE STUTTGART
568,BURGENLAND HOLDING (BH4.SG),BH4.SG,BH4.SG,SG,BOERSE STUTTGART
569,BLUESCOPE STEEL (BH5.SG),BH5.SG,BH5.SG,SG,BOERSE STUTTGART
570,BANNERMAN RESOURCES (BH6.SG),BH6.SG,BH6.SG,SG,BOERSE STUTTGART
571,BACHEM HLDG N -B- (BHM.SG),BHM.SG,BHM.SG,SG,BOERSE STUTTGART
572,BHP BILLITON (BHP1.SG),BHP1.SG,BHP1.SG,SG,BOERSE STUTTGART
573,BIESSE (BI2.SG),BI2.SG,BI2.SG,SG,BOERSE STUTTGART
574,BROTHER IND (BI5.SG),BI5.SG,BI5.SG,SG,BOERSE STUTTGART
575,BIC (BIF.SG),BIF.SG,BIF.SG,SG,BOERSE STUTTGART
